sols,distr,mono,ret,stab
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[5, 15, 31, 50, 68, 77, 91, 99]",0.9263268318537209,1.0294977031001258,17.494008715205336,19.449833250159184
"[2, 24, 25, 46, 68, 85, 93, 99]",2.288240398524409,0.9920878339322454,17.57624424060553,20.856572473062183
"[2, 25, 26, 48, 68, 84, 93, 99]",2.10811660718011,0.9541722644985218,17.618619413255928,20.68090828493456
"[4, 26, 29, 50, 69, 83, 92, 99]",1.9172271550162823,1.031701171391986,17.579256585106815,20.528184911515083
"[5, 15, 31, 50, 67, 84, 91, 99]",0.7773648661168456,1.0229582800209327,17.477889259347315,19.278212405485093
"[4, 13, 29, 61, 68, 83, 92, 99]",1.2704521613409936,1.14849072501542,17.54251476080602,19.961457647162433
"[8, 10, 25, 46, 68, 85, 93, 99]",1.8913535275869224,0.8846580505225323,17.555075149913637,20.33108672802309
"[4, 13, 29, 50, 69, 83, 92, 99]",0.0,0.981452195074326,17.58731869813206,18.568770893206384
"[11, 15, 34, 50, 67, 89, 93, 99]",3.087827102387957,1.0586801216530166,17.561701382570774,21.70820860661175
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[5, 15, 30, 49, 67, 82, 91, 99]",0.1275085604885957,0.9911435166497446,17.467926961396003,18.586579038534342
"[4, 13, 29, 68, 69, 83, 93, 99]",2.06963036963037,1.220328241558936,17.61691135047408,20.906869961663386
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[4, 13, 21, 50, 68, 83, 92, 99]",0.4839195126095296,0.9255182004153295,17.568033842423226,18.977471555448084
"[2, 10, 26, 46, 68, 84, 93, 99]",0.11379214575348562,0.8867104527302032,17.54714727155584,18.54764987003953
"[2, 10, 25, 46, 68, 85, 93, 99]",0.17031328557063863,0.8846580505225323,17.546940625234086,18.601911961327257
"[2, 10, 26, 47, 68, 84, 93, 99]",0.11484672598882817,0.8952199185115253,17.545037330872223,18.555103975372575
"[2, 10, 26, 47, 60, 84, 93, 99]",1.0031243696154883,0.8794070480652927,17.5253975927516,19.40792901043238
"[4, 13, 29, 50, 69, 83, 85, 99]",1.9148770013333585,1.0178978767504105,17.609033578122634,20.541808456206404
"[2, 10, 26, 46, 68, 84, 93, 99]",0.11379214575348562,0.8867104527302032,17.54714727155584,18.54764987003953
"[2, 10, 25, 46, 68, 85, 93, 99]",0.17031328557063863,0.8846580505225323,17.546940625234086,18.601911961327257
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[2, 10, 25, 46, 68, 85, 93, 99]",0.17031328557063863,0.8846580505225323,17.546940625234086,18.601911961327257
"[4, 21, 29, 50, 78, 83, 92, 99]",2.2596951344548852,1.0428379568196633,17.613610867966756,20.916143959241303
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[1, 10, 13, 46, 68, 86, 93, 99]",1.5969302735764594,0.8825652956475665,17.5993132878791,20.078808857103127
"[4, 13, 29, 50, 68, 83, 86, 99]",1.7459109118086698,1.015739610509011,17.572622585240453,20.334273107558133
"[2, 10, 26, 47, 68, 84, 93, 99]",0.11484672598882817,0.8952199185115253,17.545037330872223,18.555103975372575
"[4, 12, 29, 50, 69, 83, 92, 99]",0.0,0.981452195074326,17.555906277379584,18.53735847245391
"[3, 18, 43, 46, 68, 84, 93, 99]",1.93951928935416,1.1987872064841165,17.595973624374327,20.734280120212603
"[5, 15, 31, 50, 67, 82, 91, 99]",0.08941798941798962,1.0259246784568137,17.469190599993873,18.584533267868675
"[4, 27, 29, 50, 68, 83, 92, 99]",2.012029560334793,1.0533305178716286,17.54353384457749,20.60889392278391
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[4, 13, 29, 66, 68, 78, 92, 99]",2.5576936487042037,1.211328287936881,17.533921292929506,21.30294322957059
"[4, 12, 29, 50, 69, 83, 92, 99]",0.0,0.981452195074326,17.555906277379584,18.53735847245391
"[2, 10, 26, 46, 68, 84, 93, 99]",0.11379214575348562,0.8867104527302032,17.54714727155584,18.54764987003953
"[4, 12, 29, 50, 69, 83, 92, 99]",0.0,0.981452195074326,17.555906277379584,18.53735847245391
"[2, 10, 26, 46, 68, 84, 92, 99]",0.25734342473985916,0.8886980288957906,17.538963322210908,18.685004775846558
"[2, 10, 26, 47, 68, 84, 93, 99]",0.11484672598882817,0.8952199185115253,17.545037330872223,18.555103975372575
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[4, 13, 30, 50, 68, 83, 96, 99]",0.0,0.969463332267692,17.564513816964197,18.53397714923189
"[4, 12, 29, 50, 69, 83, 92, 99]",0.0,0.981452195074326,17.555906277379584,18.53735847245391
"[2, 10, 26, 46, 61, 84, 93, 99]",0.7835872928899799,0.8561436005522827,17.523340719359368,19.16307161280163
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[2, 10, 26, 33, 68, 84, 93, 99]",1.2289667099005621,0.7625597430063056,17.531472904651235,19.522999357558103
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[4, 13, 29, 50, 68, 83, 92, 99]",0.0,0.9839768194919789,17.572156858716205,18.556133678208184
"[8, 26, 29, 50, 68, 89, 92, 99]",3.717849959789512,1.0217847492031005,17.601473155788344,22.34110786478096
"[4, 13, 30, 50, 68, 83, 92, 99]",0.0,1.0029201390954614,17.560610536953163,18.563530676048625
"[4, 7, 29, 50, 68, 83, 96, 99]",1.1726560055623156,0.9505200126642095,17.535597915234653,19.658773933461177
